tech_id,sentence
T1559.002,A threat actor used DDE protocol to execute arbitrary commands through a compromised Office document.
T1559.002,The malware delivered a malicious.docx file that exploited DDE to run remote commands on the victim's system.
T1559.002,Attackers embedded DDE protocol calls in a document to remotely execute commands without user interaction.
T1559.002,The attacker exploited DDE protocol in a Word document to execute PowerShell commands remotely.
T1559.002,Malicious actors wrote a .docx file with embedded DDE fields to run system commands on victim machines.
T1559.002,A threat actor crafted a malicious.docx file that uses DDE protocol to download and execute payloads.
T1559.002,The attack exploited Microsoft Office's DDE feature to remotely execute arbitrary commands through a crafted document.
T1559.002,The attacker exploited DDE protocol in a Word document to execute PowerShell commands remotely.
T1559.002,Malicious actors created a .docx file with embedded DCE/RPC commands for remote execution.
T1559.002,The malware leveraged DDE auto-execution to run shell commands when the document was opened.
T1559.002,Attackers crafted a malicious .docx file that exploited DDE to download and execute payloads from a remote server.
T1559.002,The threat actor used DDE protocol manipulation in Office documents to execute system commands on victim machines.
T1559.002,The attacker exploited DDE protocol through a crafted Excel document to execute PowerShell commands remotely.
T1559.002,Malicious actors wrote a weaponized .docx file containing DDE auto-links to download and execute payloads.
T1559.002,A phishing email contained a document that leveraged DDE protocol to run system commands without user interaction.
T1559.002,Attackers used DDE protocol exploitation in a Word document to remotely execute commands and establish persistence.
T1559.002,The attacker exploited DDE protocol in a Word document to execute PowerShell commands remotely.
T1559.002,Malicious actors wrote a .docx file containing DDE auto-links to download and execute malware from a remote server.
T1559.002,The malware created a malicious.docx file that leveraged DDE to run cmd.exe with remote command execution.
T1559.002,Attackers exploited Microsoft Office's DDE feature to remotely execute commands on compromised systems.
T1559.002,The attacker exploited DDE protocol in a Word document to execute PowerShell commands remotely.
T1559.002,Malicious actors wrote a crafted .docx file that leveraged DCE/RPC for remote command execution.
T1559.002,The malware exploited DDE auto-linking to download and execute payloads from a remote server.
T1218.015,The malicious script exploited chrome.exe by modifying its configuration to load untrusted Node.js modules and execute code.
T1218.015,A threat actor used teams.exe with a specially crafted configuration file to run malicious JavaScript.
T1569.003,The compromised script executed 'systemctl enable persistence-daemon' to maintain access across system reboots.
T1584.004,The attackers exploited a SQL injection vulnerability in the third-party web server to gain unauthorized access.
T1584.004,Adversaries leveraged a misconfigured SMTP server to route malicious emails through the compromised infrastructure.
T1584.004,The threat actor exploited an outdated Apache web server to deploy a web shell for persistent access.
T1584.004,Attackers leveraged a vulnerable Exchange server to intercept and exfiltrate email communications.
T1584.004,The malware exploited a zero-day vulnerability in the third-party web application server to establish command and control.
T1584.004,The adversary exploited a known vulnerability in the Apache web server to gain unauthorized access.
T1584.004,Attackers leveraged a misconfigured Microsoft Exchange server to establish persistent access for command and control.
T1584.004,The threat actor exploited an SQL injection vulnerability in the WordPress web server to extract sensitive data.
T1584.004,Malicious actors compromised an exposed Postfix email server to use it for spam distribution campaigns.
T1584.004,The adversary exploited a remote code execution vulnerability in the Nginx web server to deploy additional payloads.
T1584.004,The attacker exploited a known vulnerability in the Apache web server to gain unauthorized access.
T1584.004,Malicious actors leveraged a misconfigured Microsoft Exchange server to establish persistent access.
T1584.004,The threat actor exploited a zero-day vulnerability in the Nginx web server to deploy backdoors.
T1584.004,Attackers leveraged an unpatched email server vulnerability to intercept and exfiltrate corporate communications.
T1584.004,The malware exploited a remote code execution vulnerability in an IIS web server to install command and control infrastructure.
T1584.004,The attacker exploited a SQL injection vulnerability in the third-party web server to gain unauthorized access.
T1584.004,Malicious actors leveraged a compromised email server to relay phishing campaigns for credential harvesting.
